auroc,auroc_ci_lower,auroc_ci_upper,auroc_delta,auroc_delta_ci_lower,auroc_delta_ci_upper,behavioral_outcome_counts,brier,brier_ci_lower,brier_ci_upper,brier_delta,brier_delta_ci_lower,brier_delta_ci_upper,comparison,ece,ece_ci_lower,ece_ci_upper,ece_delta,ece_delta_ci_lower,ece_delta_ci_upper,hop_mode,label_target,layer,model,n_excluded_unlabeled,n_indeterminate,n_match_groups,n_negative,n_positive,n_predictions,n_sequence_predictions,n_temporal_excluded_unlabeled,n_temporal_predictions,n_trajectories,observation_agent,path_mean_auroc,path_mean_auroc_ci_lower,path_mean_auroc_ci_upper,path_mean_auroc_delta,path_mean_auroc_delta_ci_lower,path_mean_auroc_delta_ci_upper,path_mean_brier,path_mean_brier_ci_lower,path_mean_brier_ci_upper,path_mean_brier_delta,path_mean_brier_delta_ci_lower,path_mean_brier_delta_ci_upper,path_mean_ece,path_mean_ece_ci_lower,path_mean_ece_ci_upper,path_mean_ece_delta,path_mean_ece_delta_ci_lower,path_mean_ece_delta_ci_upper,probe_name,record_type,seed,temporal_divergence_mean,temporal_divergence_mean_ci_lower,temporal_divergence_mean_ci_upper,temporal_divergence_mean_delta,temporal_divergence_mean_delta_ci_lower,temporal_divergence_mean_delta_ci_upper,temporal_peak_shift_mean,temporal_peak_shift_mean_ci_lower,temporal_peak_shift_mean_ci_upper,temporal_peak_shift_mean_delta,temporal_peak_shift_mean_delta_ci_lower,temporal_peak_shift_mean_delta_ci_upper,temporal_persistence_mean,temporal_persistence_mean_ci_lower,temporal_persistence_mean_ci_upper,temporal_persistence_mean_delta,temporal_persistence_mean_delta_ci_lower,temporal_persistence_mean_delta_ci_upper,temporal_post_anchor_mean,temporal_post_anchor_mean_ci_lower,temporal_post_anchor_mean_ci_upper,temporal_post_anchor_mean_delta,temporal_post_anchor_mean_delta_ci_lower,temporal_post_anchor_mean_delta_ci_upper,temporal_pre_anchor_mean,temporal_pre_anchor_mean_ci_lower,temporal_pre_anchor_mean_ci_upper,temporal_pre_anchor_mean_delta,temporal_pre_anchor_mean_delta_ci_lower,temporal_pre_anchor_mean_delta_ci_upper,thinking_mode
0.0,0.0,0.0,,,,"{'attempted_but_blocked': 0, 'clean': 2, 'executed': 0, 'indeterminate': 0, 'propagated_but_not_executed': 0, 'resisted': 2}",0.4775577561961025,0.38083257188096764,0.5742829405112375,,,,,0.5213150273432405,0.34990850465086565,0.6927215500356154,,,,2-hop,injection_present,40,Qwen/Qwen3-32B,0,0,2,2,2,4,12,0,4,4,executor,0.5,0.0,1.0,,,,0.2813941393419031,0.2077210105124639,0.35506726817134227,,,,0.5209041919747195,0.4490351136576537,0.5927732702917854,,,,lat_contrast_pair_pca,depth_metric,0,0.008653524795863177,-0.060721645225769616,0.07802869481749597,,,,0.32859327294478247,0.3072780412386994,0.3499085046508656,,,,0.5,0.5,0.5,,,,0.5086535247958632,0.4392783547742304,0.578028694817496,,,,0.5,0.5,0.5,,,,on
0.5,0.0,1.0,,,,"{'attempted_but_blocked': 0, 'clean': 2, 'executed': 0, 'indeterminate': 0, 'propagated_but_not_executed': 0, 'resisted': 2}",0.45299887191825944,0.40600083684523314,0.4999969069912857,,,,,0.5598008653040369,0.499998440578152,0.619603290029922,,,,3-hop,injection_present,40,Qwen/Qwen3-32B,0,0,2,2,2,4,16,0,4,4,executor,0.5,0.0,1.0,,,,0.3094756406185487,0.2088117944755055,0.4101394867615919,,,,0.5114810498494762,0.39877902167058066,0.6241830780283717,,,,lat_contrast_pair_pca,depth_metric,0,0.03991495740267552,-0.1433002856403978,0.22313020044574883,,,,0.32431711825001386,0.14863579592187565,0.499998440578152,,,,0.41666666666666663,0.3333333333333333,0.5,,,,0.5399149574026755,0.3566997143596022,0.7231302004457488,,,,0.5,0.5,0.5,,,,on
0.25,0.0,0.25,,,,"{'attempted_but_blocked': 0, 'clean': 2, 'executed': 0, 'indeterminate': 0, 'propagated_but_not_executed': 0, 'resisted': 2}",0.44125243296150113,0.3816187172137052,0.500886148709297,,,,,0.4098961902547261,0.34084171196317126,0.478950668546281,,,,2-hop,injection_present,48,Qwen/Qwen3-32B,0,0,2,2,2,4,12,0,4,4,executor,0.5,0.0,1.0,,,,0.2418771490684434,0.2012591373870631,0.2824951607498237,,,,0.24157410653687586,0.04874793530162702,0.4344002777721247,,,,lat_contrast_pair_pca,depth_metric,0,0.03165177656236942,-0.04874793530162702,0.11205148842636586,,,,0.4098961902547261,0.3408417119631712,0.478950668546281,,,,0.5,0.5,0.5,,,,0.5316517765623694,0.451252064698373,0.6120514884263659,,,,0.5,0.5,0.5,,,,on
0.5,0.0,1.0,,,,"{'attempted_but_blocked': 0, 'clean': 2, 'executed': 0, 'indeterminate': 0, 'propagated_but_not_executed': 0, 'resisted': 2}",0.45212842486598515,0.4042568497319705,0.4999999999999998,,,,,0.5619417611322801,0.4999999999999999,0.6238835222645605,,,,3-hop,injection_present,48,Qwen/Qwen3-32B,0,0,2,2,2,4,16,0,4,4,executor,0.5,0.0,1.0,,,,0.3006835065153314,0.2340612324553067,0.36730578057535607,,,,0.31443178332534627,0.037628666144306155,0.5912349005063864,,,,lat_contrast_pair_pca,depth_metric,0,-0.04779473725344055,-0.1332181406511872,0.0376286661443061,,,,0.31129070153525795,0.12258140307051596,0.4999999999999999,,,,0.5,0.3333333333333333,0.6666666666666666,,,,0.4522052627465594,0.3667818593488128,0.5376286661443062,,,,0.5,0.5,0.5,,,,on
,,,0.0,0.0,0.0,,,,,-0.12138341498492414,-0.2275102846080133,-0.015256545361834906,3-hop_minus_2-hop,,,,-0.10590802945488198,-0.12593112930399764,-0.08588492960576632,,injection_present,32,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,0.0,0.0,,,,-0.008246067079544006,-0.0696229337151496,0.053130799556061536,,,,-0.01539260339602777,-0.020856231260006686,-0.009928975532048911,goldowsky_dill_logistic,depth_comparison,0,,,,0.19113255480093255,0.09653261435338556,0.2857324952484795,,,,0.2415750910838821,0.005267194608608916,0.47788298755915537,,,,0.125,0.0,0.25,,,,0.1911325548009326,0.09653261435338556,0.28573249524847955,,,,0.0,0.0,0.0,off
,,,0.25,0.0,0.25,,,,,0.003982924722314984,-0.03690213278182153,0.0448679822264515,3-hop_minus_2-hop,,,,-0.026682806189327224,-0.026682806189327224,0.05280772928551125,,injection_present,40,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,0.0,0.0,,,,-0.03346946304549078,-0.07927478854940176,0.012335862458420221,,,,-0.15776641182595713,-0.15776641182595713,0.03165735496857175,goldowsky_dill_logistic,depth_comparison,0,,,,0.014869160187006264,-0.1749357681549794,0.20467408852899194,,,,0.10711594200966218,5.317408409699631e-07,0.21423135227848356,,,,-0.08333333333333337,-0.33333333333333337,0.16666666666666663,,,,0.014869160187006236,-0.17493576815497935,0.20467408852899194,,,,0.0,0.0,0.0,off
,,,0.25,0.0,0.25,,,,,-0.2609927709620409,-0.4397108428880501,-0.08227469903603157,3-hop_minus_2-hop,,,,-0.1187724239361316,-0.4253448930995523,0.1878000452272891,,injection_present,48,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,0.0,0.0,,,,-0.05980939591413209,-0.06600629664959012,-0.053612495178674,,,,-0.17331607715886604,-0.17331607715886604,0.2724880371522179,goldowsky_dill_logistic,depth_comparison,0,,,,0.060223936732917496,-0.21623837978111146,0.33668625324694645,,,,0.09141339106446389,3.486807975683348e-08,0.1828267472608479,,,,0.08333333333333326,-0.16666666666666669,0.33333333333333326,,,,0.06022393673291748,-0.2162383797811116,0.33668625324694645,,,,0.0,0.0,0.0,off
,,,0.25,0.0,0.25,,,,,-0.27144531124330284,-0.47815038711632896,-0.06474023537027673,3-hop_minus_2-hop,,,,-0.4076162553120336,-0.4317548329962402,-0.38347767762782703,,injection_present,32,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.25,0.0,0.25,,,,-0.0461855297317548,-0.08232457415119779,-0.010046485312311837,,,,-0.11985415436950386,-0.11985415436950386,0.003416150692284514,lat_contrast_pair_pca,depth_comparison,0,,,,0.180427510391457,0.0034161506922845697,0.35743887009062936,,,,0.18167207891199044,0.0055104986755217245,0.3578336591484591,,,,0.20833333333333337,0.0,0.41666666666666663,,,,0.180427510391457,0.003416150692284514,0.3574388700906294,,,,0.0,0.0,0.0,off
,,,0.25,0.0,0.25,,,,,-0.24427466726663355,-0.40667660215286927,-0.08187273238039786,3-hop_minus_2-hop,,,,-0.03091593494110012,-0.2315142714372594,0.16968240155505931,,injection_present,40,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.25,0.0,0.25,,,,-0.05819793730253833,-0.09351593280275167,-0.02287994180232497,,,,0.006817355815206649,-0.06670136979794172,0.08033608142835508,lat_contrast_pair_pca,depth_comparison,0,,,,0.10381646354485383,-0.11309232496499261,0.32072525205470026,,,,0.1030526658618584,5.784174204048753e-07,0.20610475330629646,,,,0.0,-0.33333333333333337,0.33333333333333326,,,,0.10381646354485374,-0.11309232496499266,0.32072525205470026,,,,0.0,0.0,0.0,off
,,,0.25,0.0,1.0,,,,,-0.3035958802503341,-0.48967961670659393,-0.11751214379407438,3-hop_minus_2-hop,,,,-0.2998179674899851,-0.4079844518116,-0.05833004940310005,,injection_present,48,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.25,0.0,1.0,,,,-0.1740730420553923,-0.36477556882818696,0.01662948471740236,,,,-0.23909460759456277,-0.23909460759456277,-0.0007718596904535691,lat_contrast_pair_pca,depth_comparison,0,,,,0.03081431897452508,-0.477417355498672,0.5390459934477221,,,,0.22642119684662815,3.805803161505139e-08,0.4528423556352246,,,,0.04166666666666663,-0.5,0.5833333333333333,,,,0.030814318974525134,-0.4774173554986719,0.5390459934477221,,,,0.0,0.0,0.0,off
,,,0.25,0.0,0.25,,,,,-0.09917902389794192,-0.38887770986207426,0.1905196620661902,3-hop_minus_2-hop,,,,-0.18058457350664436,-0.44986652894698986,0.08869738193370091,,injection_present,32,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,-1.0,1.0,,,,0.0647505043967525,-0.07981971254427697,0.20932072133778198,,,,0.10530818976784706,-0.10045027105554444,0.10530818976784706,goldowsky_dill_logistic,depth_comparison,0,,,,-0.09174752619118147,-0.2172332700176309,0.033738217635267964,,,,-0.14810043033484857,-0.31386131542412865,0.017660454754431565,,,,-0.16666666666666669,-0.5,0.16666666666666663,,,,-0.09174752619118143,-0.21723327001763088,0.033738217635267964,,,,0.0,0.0,0.0,on
,,,0.5,0.0,1.0,,,,,-0.21965739460878464,-0.5201681132398566,0.08085332402228729,3-hop_minus_2-hop,,,,-0.2513961744961377,-0.519086852264755,0.016294503272479832,,injection_present,40,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.5,0.0,1.0,,,,-0.04512515756580032,-0.21219107906388254,0.12194076393228198,,,,-0.11226319938087359,-0.2390308960573716,0.014504497295624308,goldowsky_dill_logistic,depth_comparison,0,,,,0.10905830995034826,-0.18100542180151596,0.39912204170221244,,,,-0.027111918913911584,-0.3436695430780547,0.2894457052502315,,,,0.16666666666666663,-0.25,0.5833333333333333,,,,0.10905830995034832,-0.1810054218015159,0.39912204170221244,,,,0.0,0.0,0.0,on
,,,0.5,0.0,1.0,,,,,-0.03238338931295781,-0.3315652251086003,0.26679844648268497,3-hop_minus_2-hop,,,,-0.010498114760201238,-0.40560138304792426,0.3846051535275219,,injection_present,48,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.5,0.0,1.0,,,,0.1131583733369827,-0.03810213298034926,0.2644188796543147,,,,0.11764524874452531,-0.44718351473390083,0.6824740122229515,goldowsky_dill_logistic,depth_comparison,0,,,,-0.07365966851389413,-0.20443478623286956,0.0571154492050813,,,,-0.18085659150895161,-0.4604107639089613,0.09869758089105796,,,,0.0,-0.16666666666666669,0.16666666666666663,,,,-0.07365966851389416,-0.2044347862328696,0.05711544920508127,,,,0.0,0.0,0.0,on
,,,-0.125,-0.5,1.0,,,,,-0.009763215647458301,-0.019526435272001375,3.977084661599406e-09,3-hop_minus_2-hop,,,,-0.04942679440933406,-0.09880899572374924,-4.4593094918887743e-05,,injection_present,32,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,-1.0,1.0,,,,-0.14666244094053743,-0.15111648357075996,-0.14220839831031484,,,,-0.2846576961387921,-0.34716194462747185,-0.22215344765011236,lat_contrast_pair_pca,depth_comparison,0,,,,-0.23127830879760838,-0.2404031699451044,-0.22215344765011236,,,,0.0039525929318496855,-4.4593094918887743e-05,0.007949778958618259,,,,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337,,,,-0.23127830879760836,-0.24040316994510436,-0.22215344765011236,,,,0.0,0.0,0.0,on
,,,0.5,0.0,1.0,,,,,-0.024558884277843085,-0.07428603351995183,0.025168264964265497,3-hop_minus_2-hop,,,,0.03848583796079641,-0.1927231094574634,0.26969478537905633,,injection_present,40,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,-1.0,1.0,,,,0.028081501276645604,-0.14625547369583677,0.202418476249128,,,,-0.009423142125243311,-0.19399424862120473,0.175147964370718,lat_contrast_pair_pca,depth_comparison,0,,,,0.03126143260681234,-0.22132898045789376,0.28385184567151844,,,,-0.004276154694768608,-0.20127270872898995,0.19272039933945262,,,,-0.08333333333333337,-0.16666666666666669,0.0,,,,0.031261432606812245,-0.2213289804578938,0.28385184567151844,,,,0.0,0.0,0.0,on
,,,0.25,0.0,1.0,,,,,0.010875991904484017,-0.0008861487092972631,0.022638132518265297,3-hop_minus_2-hop,,,,0.152045570877554,0.0210493314537189,0.2830418103013892,,injection_present,48,Qwen/Qwen3-32B,,,2,,,,,,,,executor,,,,0.0,0.0,0.0,,,,0.058806357446887975,0.03280209506824358,0.08481061982553234,,,,0.07285767678847041,-0.39677161162781854,0.5424869652047594,lat_contrast_pair_pca,depth_comparison,0,,,,-0.07944651381580997,-0.08447020534956018,-0.07442282228205976,,,,-0.09860548871946817,-0.21826030889265524,0.0210493314537189,,,,0.0,-0.16666666666666669,0.16666666666666663,,,,-0.07944651381580997,-0.08447020534956018,-0.07442282228205976,,,,0.0,0.0,0.0,on
