auroc,auroc_ci_lower,auroc_ci_upper,brier,brier_ci_lower,brier_ci_upper,ece,ece_ci_lower,ece_ci_upper,hop_mode,label_target,layer,n_match_groups,n_trajectories,path_mean_auroc,path_mean_auroc_ci_lower,path_mean_auroc_ci_upper,path_mean_brier,path_mean_brier_ci_lower,path_mean_brier_ci_upper,path_mean_ece,path_mean_ece_ci_lower,path_mean_ece_ci_upper,probe_name,temporal_divergence_mean,temporal_divergence_mean_ci_lower,temporal_divergence_mean_ci_upper,temporal_post_anchor_mean,temporal_post_anchor_mean_ci_lower,temporal_post_anchor_mean_ci_upper,temporal_pre_anchor_mean,temporal_pre_anchor_mean_ci_lower,temporal_pre_anchor_mean_ci_upper,thinking_mode
0.75,0.75,1.0,0.3196319453555743,0.18569319259528524,0.4535706981158634,0.3975491851180419,0.3248758239266703,0.47022254630941346,2-hop,injection_present,40,2,4,0.75,0.75,1.0,0.270429060743558,0.21744037759447696,0.323417743892639,0.43443683993702137,0.4124376780356821,0.45643600183836064,goldowsky_dill_logistic,0.14806182707211962,-0.09542826531111737,0.3915519194553566,0.6480618270721197,0.40457173468888263,0.8915519194553566,0.5,0.5,0.5,off
1.0,1.0,1.0,0.3236148700778893,0.23056117482173674,0.4166685653340419,0.37086637892871466,0.37086637892871466,0.4452259139992175,3-hop,injection_present,40,2,4,0.75,0.75,1.0,0.2369595976980672,0.22977624005289718,0.24414295534323724,0.27667042811106424,0.27667042811106424,0.46673503207103073,goldowsky_dill_logistic,0.1629309872591259,0.10924582321787457,0.2166161513003772,0.6629309872591259,0.6092458232178746,0.7166161513003773,0.5,0.5,0.5,off
0.75,0.75,1.0,0.3930616875618662,0.290581620051406,0.49554175507232645,0.38209812264931897,0.2665010501936965,0.49769519510494126,2-hop,injection_present,40,2,4,0.75,0.75,1.0,0.30693816904706417,0.2324639765774471,0.3814123615166812,0.4268992599912331,0.3832494578754031,0.47054906210706315,lat_contrast_pair_pca,0.13907104988568286,-0.1051073581040374,0.3832494578754031,0.6390710498856829,0.3948926418959626,0.8832494578754031,0.5,0.5,0.5,off
1.0,1.0,1.0,0.14878702029523266,0.08886515291945721,0.20870888767100812,0.35118218770821885,0.26618092366768187,0.43618345174875583,3-hop,injection_present,40,2,4,1.0,1.0,1.0,0.24874023174452584,0.20958403477512214,0.2878964287139295,0.4337166158064398,0.40384769230912143,0.4635855393037582,lat_contrast_pair_pca,0.2428875134305367,0.2156178939506629,0.2701571329104105,0.7428875134305366,0.7156178939506629,0.7701571329104104,0.5,0.5,0.5,off
0.0,0.0,0.0,0.6711742543440627,0.40871241440128303,0.9336360942868425,0.7999426641918164,0.6336794002600101,0.9662059281236225,2-hop,injection_present,40,2,4,0.0,0.0,0.0,0.40508792474090055,0.3560131061607042,0.4541627433210969,0.6102855023418224,0.5618890462906688,0.658681958392976,goldowsky_dill_logistic,-0.17160706016713717,-0.20073317069997876,-0.14248094963429558,0.3283929398328628,0.29926682930002124,0.3575190503657044,0.5,0.5,0.5,on
0.5,0.0,1.0,0.4515168597352781,0.41346798104698596,0.4895657384235703,0.5485464896956787,0.44711907585886745,0.64997390353249,3-hop,injection_present,40,2,4,0.5,0.0,1.0,0.35996276717510023,0.24197166425721436,0.4779538700929862,0.49802230296094885,0.41965106233560445,0.5763935435862931,goldowsky_dill_logistic,-0.0625487502167889,-0.3817385925014947,0.25664109206791685,0.4374512497832111,0.11826140749850532,0.7566410920679169,0.5,0.5,0.5,on
0.0,0.0,0.0,0.4775577561961025,0.38083257188096764,0.5742829405112375,0.5213150273432405,0.34990850465086565,0.6927215500356154,2-hop,injection_present,40,2,4,0.5,0.0,1.0,0.2813941393419031,0.2077210105124639,0.35506726817134227,0.5209041919747195,0.4490351136576537,0.5927732702917854,lat_contrast_pair_pca,0.008653524795863177,-0.060721645225769616,0.07802869481749597,0.5086535247958632,0.4392783547742304,0.578028694817496,0.5,0.5,0.5,on
0.5,0.0,1.0,0.45299887191825944,0.40600083684523314,0.4999969069912857,0.5598008653040369,0.499998440578152,0.619603290029922,3-hop,injection_present,40,2,4,0.5,0.0,1.0,0.3094756406185487,0.2088117944755055,0.4101394867615919,0.5114810498494762,0.39877902167058066,0.6241830780283717,lat_contrast_pair_pca,0.03991495740267552,-0.1433002856403978,0.22313020044574883,0.5399149574026755,0.3566997143596022,0.7231302004457488,0.5,0.5,0.5,on
